Date,OUTPUT,
2024-04-10 10:32:46,"<li style=""padding-bottom:.5em"">Don’t throw out your eclipse glasses! Here’s what to do with them instead. (<a href=""https://www.nj.com/news/2024/04/dont-throw-out-your-eclipse-glasses-heres-what-to-do-with-them-instead.html?outputType=amp"">NJ.com</a>)",
,-,
11/04/2024 11:38:38,"<li style=""padding-bottom:.5em"">Breaking: Eid marred by vandalism on Rutgers campus (<a href=""https://centraldesi.beehiiv.com/p/breaking-eid-marred-vandalism-rutgers-campus"">Central Desi</a> / <a href=""https://www.northjersey.com/story/news/crime/2024/04/10/rutgers-vandalism-islamic-center-eid-al-fitr/73275365007/"">NorthJersey.com</a> / <a href=""https://www.njspotlightnews.org/video/rutgers-islamic-center-is-vandalized/"">NJ Spotlight News</a> / <a href=""https://whyy.org/articles/rutgers-islamic-center-vandalism-hate-crime/"">WHYY</a>)",
11/04/2024 11:47:28,"<li style=""padding-bottom:.5em"">NJ Transit approves controversial double-digit fare hike — without a study on how to target deficit (<a href=""https://njbiz.com/nj-transit-approves-controversial-fare-hike/"">NJBIZ</a> / <a href=""https://www.roi-nj.com/2024/04/11/industry/with-15-fare-increase-approved-its-hard-to-imagine-corporate-transit-fee-is-anything-but-a-done-deal/"">ROI-NJ</a> / <a href=""https://newjerseymonitor.com/2024/04/10/nj-transit-board-approves-double-digit-fare-hikes/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/transportation/2024/04/10/nj-transit-fare-hike-vote-2024-without-report-fiscal-woes/73266631007/"">NorthJersey.com</a> / <a href=""https://whyy.org/articles/new-jersey-transit-fare-hike-15-percent/"">WHYY</a>)",
11/04/2024 11:50:57,"<li style=""padding-bottom:.5em"">Thousands miss out on valuable NJ tax break (<a href=""https://www.njspotlightnews.org/2024/04/thousands-nj-eligible-earned-income-tax-credit-dont-apply-for-it/"">NJ Spotlight News</a>)",
,-,
15/04/2024 07:31:05,"<li style=""padding-bottom:.5em"">Newark delays enforcement of annual youth curfew (<a href=""https://www.tapinto.net/towns/newark/sections/police-and-fire/articles/newark-delays-enforcement-of-annual-youth-curfew"">TAPinto Newark</a>)",
15/04/2024 10:20:24,"<li style=""padding-bottom:.5em"">Botched Essex County bust shows need for better police misconduct disclosure, advocates say (<a href=""https://newjerseymonitor.com/2024/04/15/botched-essex-county-bust-shows-need-for-better-police-misconduct-disclosure-advocates-say/"">NJ Monitor</a>)",
15/04/2024 10:24:06,"<li style=""padding-bottom:.5em"">Have you procrastinated filing your federal, NJ taxes? Here are some last-minute tips (<a href=""https://www.northjersey.com/story/news/2024/04/09/tax-day-deadline-nj-state-tax-federal-filing-tips/73258568007/"">NorthJersey.com</a>)",
15/04/2024 10:23:06,"<li style=""padding-bottom:.5em"">NJ’s literacy challenge by the numbers (<a href=""https://www.njspotlightnews.org/special-report/the-numbers-that-illustrate-some-nj-literacy-challenges/"">NJ Spotlight News</a>)",
,-,
16/04/2024 09:25:29,"<li style=""padding-bottom:.5em"">Legislators eye Gov. Murphy’s promise to “fully fund” schools (<a href=""https://jerseyvindicator.org/2024/04/15/legislators-eye-gov-murphys-promise-to-fully-fund-schools/"">Jersey Vindicator</a>)",
16/04/2024 09:26:16,"<li style=""padding-bottom:.5em"">High-speed internet for all takes step forward in NJ (<a href=""https://njbiz.com/high-speed-internet-for-all-takes-step-forward-in-nj/"">NJBIZ</a>)",
16/04/2024 09:28:27,"<li style=""padding-bottom:.5em"">Atlantic City mayor and wife accused of abusing teen daughter (<a href=""https://whyy.org/articles/atlantic-city-mayor-wife-child-abuse-charge/"">WHYY</a> / <a href=""https://www.njspotlightnews.org/video/atlantic-city-mayor-and-wife-charged-with-abusing-teen-daughter/"">NJ Spotlight News</a> / <a href=""https://newjerseymonitor.com/briefs/atlantic-city-mayor-schools-chief-accused-of-child-abuse/"">NJ Monitor</a>)",
16/04/2024 09:31:07,"<li style=""padding-bottom:.5em"">Immigrants have big wage-earning, taxpaying impact in NJ, report says (<a href=""https://www.northjersey.com/story/news/2024/04/16/immigrants-have-large-wage-earning-tax-paying-impact-in-nj/73330661007/"">NorthJersey.com</a>)",
,-,
17/04/2024 10:09:16,"<li style=""padding-bottom:.5em"">Feeble oversight of Essex County’s $40M vaccine program spurred abuses, watchdog finds (<a href=""https://newjerseymonitor.com/2024/04/16/feeble-oversight-of-essex-countys-40m-vaccine-program-spurred-abuses-watchdog-finds/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/health/2024/04/16/nj-covid-vaccine-essex-county/73340318007/"">NorthJersey.com</a>)",
17/04/2024 10:11:23,"<li style=""padding-bottom:.5em"">In NJ, a push to vote ‘uncommitted’ to protest Biden support for war in Gaza (<a href=""https://www.northjersey.com/story/news/politics/elections/2024/04/17/what-is-uncommitted-vote-nj-protest-biden-gaza-primary/73295585007/"">NorthJersey.com</a>)",
2024-04-17 10:11:35,"<li style=""padding-bottom:.5em"">Antisemitic incidents more than doubled in NJ last year, with Bergen County a hotbed (<a href=""https://www.northjersey.com/story/news/2024/04/16/adl-antisemitism-report-shows-incidents-soaring-in-nj-bergen-county/73335695007/"">NorthJersey.com</a> / <a href=""https://www.nj.com/news/2024/04/anti-semitic-incidents-doubled-in-nj-last-year-report-says-with-major-uptick-at-schools-colleges.html?outputType=amp"">NJ.com</a>)",
,-,
22/04/2024 09:51:24,"<li style=""padding-bottom:.5em"">Appeals court leaves temporary hold on New Jersey’s county line primary ballot design in place (<a href=""https://whyy.org/articles/election-ballot-design-new-jersey-county-line-primary/"">WHYY</a>)",
22/04/2024 09:50:53,"<li style=""padding-bottom:.5em"">Private prison company eyes Newark site for new ICE jail (<a href=""https://newjerseymonitor.com/2024/04/19/private-prison-company-eyes-newark-site-for-new-ice-jail/"">NJ Monitor</a>)",
22/04/2024 09:55:44,"<li style=""padding-bottom:.5em"">N.J. AG investigating why man died in police custody (<a href=""https://www.nj.com/news/2024/04/nj-ag-investigating-why-man-died-in-police-custody.html?outputType=amp"">NJ.com</a>)",
22/04/2024 09:55:27,"<li style=""padding-bottom:.5em"">N.J. earthquake aftershocks now number 120 (<a href=""https://www.nj.com/news/2024/04/nj-earthquake-aftershocks-now-number-120.html?outputType=amp"">NJ.com</a>)",
,-,
23/04/2024 09:37:35,"<li style=""padding-bottom:.5em"">'Workforce housing' proposed for historic Knights of Columbus building in Atlantic City (<a href=""https://pressofatlanticcity.com/news/local/business/development/atlanticcity-crda-knights-columbus/article_2fa7cf70-00de-11ef-9b17-1379cb1a0005.html"">Press of Atlantic City</a>)",
23/04/2024 09:37:07,"<li style=""padding-bottom:.5em"">Former Wildwood mayor accused of official misconduct, tax evasion in new 7-count indictment (<a href=""https://whyy.org/articles/pete-byron-indictment-misconduct-tax-evasion-former-wildwood-mayor/"">WHYY</a>)",
23/04/2024 09:39:14,"<li style=""padding-bottom:.5em"">NJ gives counties $313K to make public spaces more accessible for those with hearing loss (<a href=""https://www.northjersey.com/story/news/2024/04/22/nj-grants-improve-accessibility-deaf-hearing-loss/73386822007/"">NorthJersey.com</a>)",
23/04/2024 09:38:57,"<li style=""padding-bottom:.5em"">As Supreme Court weighs homeless camping ban, anti-ban advocates rally in Newark (<a href=""https://www.njspotlightnews.org/video/as-supreme-court-weighs-homeless-camping-ban-anti-ban-advocates-rally-in-newark/"">NJ Spotlight News</a>)",
23/04/2024 09:38:28,"<li style=""padding-bottom:.5em"">Suspect arrested in Rutgers Islamic center vandalism (<a href=""https://www.njspotlightnews.org/video/suspect-arrested-in-rutgers-islamic-center-vandalism/"">NJ Spotlight News</a>)",
,-,
24/04/2024 09:41:02,"<li style=""padding-bottom:.5em"">Report: New Jersey debt down nearly $40B since 2018 (<a href=""https://www.roi-nj.com/2024/04/24/finance/report-new-jersey-debt-down-nearly-40b-since-2018/"">ROI-NJ</a> / <a href=""https://njbiz.com/nj-treasury-highlights-reductions-in-2023-debt-report/"">NJBIZ</a>)",
24/04/2024 09:42:57,"<li style=""padding-bottom:.5em"">Vote-by-mail ballots are in the mail; here's what they look like in 'office block' (<a href=""https://pressofatlanticcity.com/news/local/government-politics/elections/votebymail-ballots-county-line/article_cf58d174-0195-11ef-b95d-ef05932d1380.html"">Press of Atlantic City</a>)",
24/04/2024 09:42:22,"<li style=""padding-bottom:.5em"">Watchdog demands fraud probe of anti-abortion centers over privacy concerns (<a href=""https://newjerseymonitor.com/2024/04/23/watchdog-demands-fraud-probe-of-anti-abortion-centers-over-privacy-concerns/"">NJ Monitor</a>)",
24/04/2024 09:46:35,"<li style=""padding-bottom:.5em"">Rutgers discriminates against Palestinian and Muslim students, federal complaint alleges (<a href=""https://www.nj.com/education/2024/04/rutgers-discriminates-against-palestinian-and-muslim-students-federal-complaint-alleges.html?outputType=amp"">NJ.com</a>)",
,-,
25/04/2024 09:22:54,"<li style=""padding-bottom:.5em"">Donald Payne will win the primary posthumously. Here’s how Democrats will pick his replacement (<a href=""https://newjerseyglobe.com/congress/donald-payne-will-win-the-primary-posthumously-heres-how-democrats-will-pick-his-replacement/"">NJ Globe</a>)",
25/04/2024 09:32:57,"<li style=""padding-bottom:.5em"">Rep. Donald Payne Jr., Newark native and longtime 10th District congressman, dies at 65 (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/04/24/rep-donald-payne-jr-dies-nj-congressman/73439526007/"">NorthJersey.com</a> / <a href=""https://www.nj.com/politics/2024/04/nj-congressman-donald-payne-jr-dies.html?outputType=amp"">NJ.com</a> / <a href=""https://www.njspotlightnews.org/video/nj-rep-donald-payne-jr-dies-at-65/"">NJ Spotlight News</a> / <a href=""https://newjerseyglobe.com/in-memoriam/donald-payne-dies-at-65/"">NJ Globe</a> / <a href=""https://newjerseymonitor.com/2024/04/24/rep-donald-payne-jr-hospitalized-after-heart-attack-has-died-at-65/"">NJ Monitor</a> / <a href=""https://njbiz.com/newark-native-rep-donald-payne-passes-away-at-65/"">NJBIZ</a> / <a href=""https://www.tapinto.net/towns/newark/sections/government/articles/he-s-a-real-one-rep-payne-jr-s-life-and-legacy-remembered"">TAPinto Newark</a>)",
,-,
29/04/2024 11:08:56,"<li style=""padding-bottom:.5em"">Here’s what’s happening related to the war in Gaza on Philly, N.J. and Delaware college campuses (<a href=""https://whyy.org/articles/pa-nj-delaware-college-campus-protests-israel-hamas-war/"">WHYY</a>)",
29/04/2024 11:08:17,"<li style=""padding-bottom:.5em"">Groups urge school districts to reinstate policy on transgender students (<a href=""https://newjerseymonitor.com/briefs/groups-urge-school-districts-to-reinstate-policy-on-transgender-students/"">NJ Monitor</a>)",
29/04/2024 11:10:56,"<li style=""padding-bottom:.5em"">Gotta Know Jersey: How the state budget gets made (<a href=""https://www.njspotlightnews.org/2024/04/gotta-know-jersey-nj-spotlight-news-series-state-budget-process/"">NJ Spotlight News</a>)",
29/04/2024 11:10:02,"<li style=""padding-bottom:.5em"">Dozens of deaths reveal risks of injecting sedatives into people restrained by police: ‘It’s a recipe for disaster’ (<a href=""https://pressofatlanticcity.com/news/nation-world/investigation-police-use-of-force-sedation-injections-demetrio-jackson/article_dc978576-5556-5909-83fa-fbf8f8720a83.html"">Press of Atlantic City</a>)",
29/04/2024 11:11:42,"<li style=""padding-bottom:.5em"">The new Manhattan congestion pricing toll will go into effect June 30 (<a href=""https://www.northjersey.com/story/news/transportation/2024/04/26/manhattan-congestion-pricing-toll-will-go-into-effect-june-30/73469537007/"">NorthJersey.com</a>)",
,-,
30/04/2024 11:09:59,"<li style=""padding-bottom:.5em"">New report raises Hudson Tunnel Project’s job creation numbers by 20K (<a href=""https://njbiz.com/new-report-raises-hudson-tunnel-projects-job-creation-numbers-by-20k/"">NJBIZ</a> / <a href=""https://www.nj.com/news/2024/04/gateway-tunnel-project-could-create-20k-more-jobs-than-we-thought.html?outputType=amp"">NJ.com</a>)",
30/04/2024 11:14:12,"<li style=""padding-bottom:.5em"">NJ AG says lawsuit seeking to upend smoking in Atlantic City casinos should be dropped (<a href=""https://www.app.com/story/news/new-jersey/2024/04/29/atlantic-city-casino-smoking-nj-attorney-general-lawsuit-dropped/73506428007/"">Asbury Park Press</a> / <a href=""https://pressofatlanticcity.com/news/ap/new_jersey/new-jersey-and-union-ask-judge-to-dismiss-anti-smoking-lawsuit-targeting-atlantic-city-casinos/article_3f1f2224-06e1-11ef-a923-b376d633c2d6.html"">Associated Press</a> / <a href=""https://whyy.org/articles/atlantic-city-casino-smoking-lawsuit/"">WHYY</a>)",
30/04/2024 11:12:34,"<li style=""padding-bottom:.5em"">Rutgers students launch pro-Palestinian solidarity encampment to protest Gaza war (<a href=""https://newjerseymonitor.com/2024/04/29/rutgers-students-launch-pro-palestinian-solidarity-encampment-to-protest-gaza-war/"">NJ Monitor</a> / <a href=""https://www.njspotlightnews.org/video/rutgers-students-rally-set-up-encampment/"">NJ Spotlight News</a>)",
30/04/2024 11:15:05,"<li style=""padding-bottom:.5em"">Rutgers cutting 37 instructors from one of its largest programs, union says (<a href=""https://www.nj.com/education/2024/04/rutgers-cutting-37-instructors-in-one-of-its-largest-programs-union-says.html"">NJ.com</a>)",
30/04/2024 11:14:48,"<li style=""padding-bottom:.5em"">Advocates want ICE center in Elizabeth closed. Here's why it's still open (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/04/29/ice-center-elizabeth-nj-why-still-open/73414364007/"">NorthJersey.com</a>)",
,-,
01/05/2024 11:20:53,"<li style=""padding-bottom:.5em"">13 arrested at Princeton after building takeover to demand Israel divestment (<a href=""https://www.northjersey.com/story/news/2024/04/30/princeton-university-protests-nj-sit-in-arrests/73508702007/"">NorthJersey.com</a>)",
01/05/2024 11:20:45,"<li style=""padding-bottom:.5em"">Rutgers students occupy tents and hold rallies in support of Palestinians (<a href=""https://www.northjersey.com/picture-gallery/news/new-jersey/2024/04/30/rutgers-students-occupy-tents-and-hold-rallies-in-support-of-palestinians/73515395007/"">NorthJersey.com</a>)",
01/05/2024 11:20:10,"<li style=""padding-bottom:.5em"">NJ high school students claim censorship after protest canceled (<a href=""https://www.njspotlightnews.org/video/nj-high-school-students-claim-censorship-after-protest-canceled/"">NJ Spotlight News</a>)",
01/05/2024 11:19:51,"<li style=""padding-bottom:.5em"">Princeton campus calm, pro-Palestinian protest continues (<a href=""https://www.njspotlightnews.org/video/princeton-campus-calm-pro-palestinian-protest-continues/"">NJ Spotlight News</a>)",
01/05/2024 11:19:19,"<li style=""padding-bottom:.5em"">More offshore wind farms? New Jersey opens 4th round of bidding (<a href=""https://www.app.com/story/news/local/land-environment/2024/05/01/new-jersey-offshore-wind-power-farms-bpu/73511603007/"">Asbury Park Press</a> / <a href=""https://whyy.org/articles/new-jersey-offshore-wind-farm-proposals-fourth-round/"">WHYY</a> / <a href=""https://www.njspotlightnews.org/2024/05/will-latest-bids-boosnj-bpu-seeks-more-offshore-bids-nj-ploughs-on-with-offshore-despite-challenges-t-offshore-wind-for-nj/"">NJ Spotlight News</a>)",
,-,
02/05/2024 11:54:00,"<li style=""padding-bottom:.5em"">House approves antisemitism bill co-authored by Gottheimer (<a href=""https://newjerseyglobe.com/congress/house-approves-antisemitism-bill-co-authored-by-gottheimer/"">NJ Globe</a> / <a href=""https://newjerseymonitor.com/2024/05/01/u-s-house-approves-definition-of-antisemitism-as-campus-protests-continue/"">NJ Monitor</a>)",
02/05/2024 11:54:16,"<li style=""padding-bottom:.5em"">Debate simmers over fate of effort to overhaul New Jersey’s public records law (<a href=""https://newjerseymonitor.com/2024/05/01/debate-simmers-over-fate-of-effort-to-overhaul-new-jerseys-public-records-law/"">NJ Monitor</a> / <a href=""https://statebroadcastnews.com/2024/04/30/defending-open-public-records-act-live-panel-4-30-2024-at-rider-university/"">State Broadcast News</a>)",
02/05/2024 11:57:36,"<li style=""padding-bottom:.5em"">Inside the ‘astonishing’ salaries at N.J. school empire. Taxpayers foot the huge bill. (<a href=""https://www.nj.com/news/2024/05/inside-the-astonishing-salaries-at-nj-school-empire-taxpayers-foot-the-huge-bill.html"">NJ.com</a>)",
02/05/2024 11:56:30,"<li style=""padding-bottom:.5em"">Why are college students protesting nationwide? Campus demonstrations explained (<a href=""https://www.northjersey.com/story/news/2024/05/01/why-are-college-students-protesting-israel-gaza-hamas-explainer/73530963007/"">NorthJersey.com</a>)",
,-,
13/05/2024 11:27:27,"<li style=""padding-bottom:.5em"">Bill that will decimate public access to NJ government records moves forward for approval (<a href=""https://newjerseymonitor.com/2024/05/10/assembly-panel-moves-public-records-bill-in-near-unanimous-vote-despite-grave-concern/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/05/10/nj-opra-reform-bill-gutting-public-records-access-advances/73647063007/"">NorthJersey.com</a> / <a href=""https://newjerseymonitor.com/2024/05/13/lawmakers-prepare-final-votes-for-bill-overhauling-public-records-law/"">NJ Monitor</a>)",
13/05/2024 11:28:39,"<li style=""padding-bottom:.5em"">Ten ways the latest Open Public Records Act (OPRA) bill guts transparency in N.J. and weakens the public’s right to know (<a href=""https://jerseyvindicator.org/2024/05/09/ten-ways-the-latest-open-public-records-act-opra-bill-guts-transparency-in-n-j-and-weakens-the-publics-right-to-know/"">Jersey Vindicator</a>)",
13/05/2024 11:24:17,"<li style=""padding-bottom:.5em"">Jury selection to begin in the corruption trial of Sen. Bob Menendez (<a href=""https://whyy.org/articles/bob-menendez-corruption-trial-jury-selection/"">WHYY</a> / <a href=""https://pressofatlanticcity.com/news/local/crime-courts/jury-selection-expected-to-begin-in-sen-bob-menendezs-corruption-trial/video_e9be8eb7-c0b5-5f4d-a0e1-0a7913350091.html"">Press of Atlantic City</a> / <a href=""https://www.nj.com/politics/2024/05/njs-senior-us-senator-is-on-trial-for-corruption-again-will-this-time-be-different.html?outputType=amp"">NJ.com</a> / <a href=""https://newjerseymonitor.com/2024/05/13/sen-bob-menendezs-corruption-trial-starts-this-week-in-manhattan/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/05/13/nj-bob-menendez-trial-today/73642547007/"">NorthJersey.com</a> / <a href=""https://www.app.com/story/news/politics/2024/05/13/bob-menendez-trial-senate-colleagues-stay-quiet/73645251007/"">Asbury Park Press</a> / <a href=""https://newjerseyglobe.com/congress/bob-menendezs-bribery-trial-begins-today/"">NJ Globe</a>)",
13/05/2024 11:23:57,"<li style=""padding-bottom:.5em"">Trump brings 2024 campaign to the Jersey Shore (<a href=""https://newjerseymonitor.com/2024/05/12/trump-brings-2024-campaign-to-the-jersey-shore/"">NJ Monitor</a> / <a href=""https://www.nj.com/politics/2024/05/trump-cheered-by-thousands-in-big-rally-at-the-jersey-shore.html?outputType=amp"">NJ.com</a> / <a href=""https://www.northjersey.com/picture-gallery/news/2024/05/11/donald-trump-rally-draws-crowd-beach-wildwood-moreys-pier/73599608007/"">NorthJersey.com</a>)",
,-,
14/05/2024 10:11:51,"<li style=""padding-bottom:.5em"">Critics slam Legislature for passing public records overhaul (<a href=""https://newjerseymonitor.com/2024/05/14/critics-slam-legislature-for-passing-public-records-overhaul/"">NJ Monitor</a> / <a href=""https://newjerseyglobe.com/fr/senate-and-assembly-roll-call-votes-on-opra-bill/"">NJ Globe</a> / <a href=""https://whyy.org/articles/new-jersey-lawmakers-pass-overhaul-open-records-law/"">WHYY</a> / <a href=""https://www.nj.com/politics/2024/05/with-an-angry-crowd-jeering-lawmakers-vote-to-weaken-nj-public-records-act.html?outputType=amp"">NJ.com</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/05/13/nj-senate-passes-opra-reform-bill-public-records-access/73675100007/"">NorthJersey.com</a>)",
14/05/2024 10:11:14,"<li style=""padding-bottom:.5em"">Fifteen N.J. municipalities holding non-partisan municipal elections today (<a href=""https://newjerseyglobe.com/campaigns/fifteen-n-j-municipalities-holding-non-partisan-municipal-elections-today/"">NJ Globe</a>)",
14/05/2024 10:17:03,"<li style=""padding-bottom:.5em"">Radically revised OPRA bill would make it much tougher to access public records (<a href=""https://www.njspotlightnews.org/2024/05/radical-revision-nj-opra-public-records-law-would-make-much-harder-access-public-records/"">NJ Spotlight News</a> / <a href=""https://newjerseymonitor.com/2024/05/13/lawmakers-send-bill-overhauling-public-records-law-to-gov-murphys-desk/"">NJ Monitor</a> / <a href=""https://www.app.com/story/news/new-jersey/2024/05/13/nj-senate-passes-opra-reform-bill-public-records-access/73675100007/"">Asbury Park Press</a>)",
14/05/2024 10:19:52,"<li style=""padding-bottom:.5em"">No pardon for Trump-loving Roger Stone when he lies about N.J. crowd (<a href=""https://www.nj.com/politics/2024/05/no-pardon-for-trump-loving-roger-stone-when-he-lies-about-nj-crowd.html?outputType=amp"">NJ.com</a>)",
14/05/2024 10:19:24,"<li style=""padding-bottom:.5em"">State EMS system 'close to collapsing' without funding, ambulance chief warns (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/05/13/ems-chief-warns-ambulance-system-close-to-collapsing/73592723007/"">NorthJersey.com</a>)",
14/05/2024 10:18:42,"<li style=""padding-bottom:.5em"">Portal Bridge rail replacement project is 50% done, on time and on budget, despite hurdles (<a href=""https://www.northjersey.com/story/news/transportation/2024/05/13/portal-bridge-project-50-finished-date-on-budget/73677227007/"">NorthJersey.com</a>)",
,-,
20/05/2024 09:18:44,"<li style=""padding-bottom:.5em"">Hoboken mayor facing calls for investigation (<a href=""https://www.njspotlightnews.org/video/hoboken-mayor-facing-calls-for-investigation/"">NJ Spotlight News</a>)",
2024-05-20 09:20:17,"<li style=""padding-bottom:.5em"">Murphy nominee to lead Department of Community Affairs appears before NJ Senate committee (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/05/16/jacquelyn-surez-phil-murphy-pick-njdca-state-senators/73720888007/"">NorthJersey.com</a>)",
2024-05-20 09:15:14,"<li style=""padding-bottom:.5em"">Philadelphia Inquirer endorses Andy Kim (<a href=""https://newjerseyglobe.com/campaigns/philadelphia-inquirer-endorses-andy-kim/"">NJ Globe</a>)",
,-,
21/05/2024 10:19:25,"<li style=""padding-bottom:.5em"">No-prescription birth control comes to N.J., but where remains a question (<a href=""https://newjerseymonitor.com/2024/05/21/no-prescription-birth-control-comes-to-n-j-but-where-remains-a-question/"">NJ Monitor</a> / <a href=""https://njbiz.com/nj-pharmacists-can-now-sell-otc-birth-control/"">NJBIZ</a> / <a href=""https://www.app.com/story/news/new-jersey/2024/05/20/otc-birth-control-pills-patches-rings-shots-nj/73770858007/"">Asbury Park Press</a>)",
21/05/2024 10:23:11,"<li style=""padding-bottom:.5em"">Concerns remain over OPRA bill’s effect on police accountability (<a href=""https://www.njspotlightnews.org/2024/05/nj-opra-revision-raises-concerns-police-records-police-accountability/"">NJ Spotlight News</a>)",
,-,
22/05/2024 09:27:04,"<li style=""padding-bottom:.5em"">New Jersey State Police ‘never meaningfully grappled’ with discriminatory practices, official finds (<a href=""https://whyy.org/articles/new-jersey-state-police-discriminatory-practices-comptroller-finds/"">WHYY</a>)",
22/05/2024 09:30:28,"<li style=""padding-bottom:.5em"">NJ's primary election is June 4. Here's everything you need to know cast your ballot (<a href=""https://www.northjersey.com/story/news/2024/05/21/everything-you-need-to-know-to-vote-in-june-4-primary-election/73771434007/"">NorthJersey.com</a>)",
22/05/2024 09:30:01,"<li style=""padding-bottom:.5em"">Remember how hard it was to file for unemployment during COVID? NJ made changes (<a href=""https://www.northjersey.com/story/news/2024/05/21/nj-has-improved-the-process-to-file-for-unemployment/73785807007/"">NorthJersey.com</a> / <a href=""https://newjerseymonitor.com/2024/05/21/state-unveils-new-and-innovative-update-to-unemployment-system/"">NJ Monitor</a> / <a href=""https://njbiz.com/nj-rolls-out-overhauled-unemployment-insurance-application/"">NJBIZ</a>)",
22/05/2024 09:29:09,"<li style=""padding-bottom:.5em"">Political consequences for OPRA votes, transparency advocates warn (<a href=""https://www.njspotlightnews.org/2024/05/transparency-advocates-warn-nj-assembly-members-face-political-consequences-opra-public-records-law-votes/"">NJ Spotlight News</a>)",
,-,
23/05/2024 11:31:32,"<li style=""padding-bottom:.5em"">Political parties shape local elections through partisan committees. Here’s how they work (<a href=""https://jerseybee.org/2024/05/22/political-parties-shape-local-elections-through-partisan-committees-heres-how-they-work/"">The Jersey Bee</a>)",
23/05/2024 11:59:21,"<li style=""padding-bottom:.5em"">Gov. Murphy should veto public records bill, say mayors of N.J.’s two biggest cities (<a href=""https://www.roi-nj.com/2024/05/22/politics/baraka-strongly-urges-murphy-to-veto-bill-that-would-gut-opra/"">ROI-NJ</a> / <a href=""https://newjerseymonitor.com/2024/05/22/gov-murphy-should-veto-public-records-bill-say-mayors-of-n-j-s-two-biggest-cities/"">NJ Monitor</a>)",
23/05/2024 11:59:00,"<li style=""padding-bottom:.5em"">After snafu cost Sen. Bramnick’s campaign $36K, senator seeks change in law on cash transfers (<a href=""https://newjerseymonitor.com/2024/05/23/after-snafu-cost-sen-bramnicks-campaign-36k-senator-seeks-change-in-law-on-cash-transfers/"">NJ Monitor</a>)",
23/05/2024 12:01:49,"<li style=""padding-bottom:.5em"">NJ Transit, Amtrak warn of more delays during Thursday morning's commute (<a href=""https://www.northjersey.com/story/news/transportation/2024/05/23/nj-transit-amtrak-warn-of-more-delays-during-thursdays-commute/73813926007/"">NorthJersey.com</a>)",
,-,
28/05/2024 09:36:10,"<li style=""padding-bottom:.5em"">Early voting begins Wednesday as House, Senate primaries loom (<a href=""https://newjerseymonitor.com/2024/05/28/early-voting-begins-wednesday-as-house-senate-primaries-loom/"">NJ Monitor</a>)",
28/05/2024 09:35:59,"<li style=""padding-bottom:.5em"">Bob Menendez circulating petition to mount independent re-election bid (<a href=""https://newjerseyglobe.com/congress/bob-menendez-circulating-petition-to-mount-independent-re-election-bid/"">NJ Globe</a>)",
28/05/2024 09:35:27,"<li style=""padding-bottom:.5em"">Johnson & Johnson sued over bankruptcy attempts (<a href=""https://njbiz.com/johnson-johnson-sued-over-bankruptcy-attempts/"">NJBIZ</a>)",
28/05/2024 09:38:32,"<li style=""padding-bottom:.5em"">Wildwood mayor issues statement on civil unrest that led to state of emergency (<a href=""https://whyy.org/articles/wildwood-state-of-emergency-memorial-day-weekend/"">WHYY</a>)",
28/05/2024 09:39:54,"<li style=""padding-bottom:.5em"">Earmarks: The federal funding that lawmakers brought to New Jersey (<a href=""https://www.njspotlightnews.org/special-report/nj-new-jersey-representatives-senators-federal-earmarks-since-end-10-year-moratorium/"">NJ Spotlight News</a>)",
,-,
29/05/2024 10:01:14,"<li style=""padding-bottom:.5em"">Early voting begins Wednesday as House, Senate primaries loom (<a href=""https://newjerseymonitor.com/2024/05/28/early-voting-begins-wednesday-as-house-senate-primaries-loom/"">NJ Monitor</a> / <a href=""https://newjerseyglobe.com/campaigns/early-voting-opens-in-new-jersey-2/"">NJ Globe</a> / <a href=""https://www.njspotlightnews.org/2024/05/new-jersey-primary-election-early-voting-underway-before-june-4-primary/"">NJ Spotlight News</a>)",
29/05/2024 09:59:14,"<li style=""padding-bottom:.5em"">Court approves Cape Regional, Cooper Health merger (<a href=""https://njbiz.com/court-approves-cape-regional-cooper-health-merger/"">NJBIZ</a> / <a href=""https://www.roi-nj.com/2024/05/28/healthcare/cape-regional-health-system-approved-to-join-cooper-university-health-care/"">ROI-NJ</a> / <a href=""https://pressofatlanticcity.com/news/local/business/health-care/cape-regional-cooper-health/article_2ea5b454-1d33-11ef-9a01-e3ed087130b0.html"">Press of Atlantic City</a>)",
